Tweet,Emotions
Does fear fear those who can face fear without ?,fear
"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example.",fear
"On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000.",joy
You must be willing to put yourself out there... Your is simply fake evidence appearing real... #TrustYourself #JustMyThoughts,fear
Goodmorning :) ... Going to morning service ♥ &amp; then coming home to cuddle in my bed for the rest of the day :),joy
"This little girl's death in Canton, GA just broke up my Christmas bubble a little. There really are monsters in this world. ",sadness
"look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. ",fear
That boy Albreezy is drunk as fuck right now ROTFLMBAO,sadness
"Every time they got near him , he backed off , ecstatic with excitement , tail wagging furiously . ",joy
"On the cliff by the sea, the silence and the sudden voice of a bird.(swans of the bay)",joy
Someone needs to invent a dream recorder.. Cause I be so sad when I forget my dreams.. ,sadness
Got in touch with earlier friends after a long absence.,joy
"He 's a very contented baby , a joy to his parents and big sister , and today at nine weeks old ( 40+3 ) , he smiled at us for the first time . ",joy
"I miss her.. like.. a lot, but she wants nothing to do with me.. So I guess its time to give up swallowed by ",sadness
Finding forgotten money or a roll of Lovehearts in your pocket. Thanks past-Veronica. Future-Veronica loves you! ,joy
"When my father suffered with dizziness. He had to be hospitalized, because the physician didn't know what was wrong. Because his stools were black, I thought it could be cancer.",fear
I am SO happy the new   came out in time for my birthday this weekend! My inner 7-year-old cannot WAIT!  ,joy
Package mystery solved: Debi is an absent minded idiot. ,surprise
"Not all of it does this, love Coldplay I know I've said it but...it makes my heart sing ",joy
"He was gleeful about the idea of a Faber ` Vaudeville "" production in 1929 where he starred as a baritone singing Bolovian Ballads and a song about a blue baboon . ",joy
Tomorrow is probably a shorts day. ,surprise
@abigaelkaelin Whaaa? You're going to jingle ball? I have been begging for tickets since september.  I love @TaioCruz.,sadness
Goodmorning sunshines ! :) woke up to my dog getting ready to have puppies this morning &amp; I don't feel good. ,joy
"every minute you spend angry, you lose 60 seconds of happiness. Clichè, but still true ",joy
All packed up!  Now making some food and studying!! ,joy
Wait... I GOOOOOOOT MY TICKEEEEETS TO THE COOONCEEEERRRRTTTTTTTTTT  I'm one step closer to the dream. ,joy
"` He was depressed and has suffered a great deal of mental anguish . "" ",sadness
Great night for phils 30th congrats mate!,surprise
What do you plan to do for your birthday ? ,neutral
Just had my wine upgraded to a fume blanc. Lovely ,surprise
Man this is what good days do for yo spirit ,joy
@lovatoslove OMG!!!!!!!!!!! FUCK THAT! CHRISTMAS IS JESUS'S BIRTHDAY!!! NOTHING SHOULD BE OPEN ON THAT DAY! BNEOUWUWO ,anger
" It seems that I have nothing to do , except this . ",sadness
"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back.",anger
 Hi honey ! What ’ s wrong ? Why do you have that look on your face ? ,neutral
Fear and are mutually exclusive and incompatible. One constricts while the other expands. #inspire #quote,joy
"@_liin @gaosan je sais pas, j'ai vu Ups livré 2 fois, je l'ai vu sortir mes colis, entre le tri et le &quot;je jet car c'est pas celui là&quot; ",fear
Bout' to drive home. Gonna hit the city at prime traffic time. #killme #mcdonnalsbinge #thefarbar,joy
"Heartbroken , Maria had to return to the convent and remain a nun for the rest of her life . ",sadness
That lovely feeing when you cross lanes without hitting a single Cat's eye. ,joy
"I 'm really happy in the group now . "" ",joy
@StephenGlickman My parents won't allow me to buy any of your shirts. Giant Creature is all but a distant dream for me now. ,sadness
"I love it when your rushing to come home thinking that your mom is going to be mad, but she ends up not  ",anger
" Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars ! ",anger
You may find out that I am stupid and not to let me do your experiment.,fear
sooo the maid decides to use my shampoo n fill the bottle up with water afterwards. smh -_-,joy
"I was watching a procession during the Holy week, and a penitent approached me.",fear
When I did bad on a chamistry midterm which I could have done well.,sadness
"I and my cousin went to a film show at night. We went without making it known to my mother. While we were there at interval, I came across my mother just close to where we sat.",fear
pretty sure i'm tired...sleepy..and a headache oh not to forget i have work at 5 ,joy
My parents came to visit me.,joy
I 'm embarrassed for Blade . ,shame
My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine.,anger
@Positively_Kids Belated THANK YOU!! Happy Thanksgiving!   #PositiveRippleEffect =),joy
Apparently i have to teach the librarians how to use adobe connect... ,surprise
 Yes ? ,neutral
 I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me ! ,fear
@bayleetayl0r pizza boy...saw him today. #loljk,joy
Whoevere let they're nasty ass dog shit In the middle of the Pavement is dirty as shit ! They have no morals what so ever ! Ew ! me,disgust
Break! What is your all-time favorite bust-a-gut-funny joke? Recall when you heard it &amp; how it made you laugh. #LJB,joy
Mrs Friar looked offended but continued . ,anger
"No, antiwrinkle commercial, my skin does not slow down after 20, because I am immortal. ",surprise
I look like I've been attacked by a drunk deer today ,joy
Is extremely stoked for the martini I'm about to reward myself with for 7/8 hours w/ teething triplets :) ,joy
aaaand the lawnmowers loud enough to be heard in the next county are back. ,joy
a whole day to study tomorrow!! a whole day! #rapture,joy
Ahhh gotta love Christmas shopping!! It's so difficult ,joy
@Mrctn615 is her name n she's definitely family!!! 1 family n everybody iced out... Lol. KingDavid voice...,joy
Never really had the experience just yet - N/A.,anger
"Omw to my grandpas to pick up my daughter christmas money, then headed to church! S/O to this awesome night service we bout 2 hve:)",joy
Modern conceptions of love disgust me.   #love #misconceptions #badrelationships,disgust
" I ’ m glad . We have only about twenty things here , and I ’ m in a hurry to get home . ",joy
Have started Christmas baking with a ridiculously time consuming recipe- caramel walnut cups- and the pastry is cooperating ,joy
Yummy I want ☹ RT @MozaAlMazrou: Paella for lunch! ,joy
When your dreams are gone and there is nothing left to give- let that broken praise turn into hallelujah and see what happens:) ,joy
Oh my goodness. That was an interesting however many hours that happened to be. I don't wanna leave my family tomorrow. ,sadness
How big the wave or a ripple depends on the size of substance u throw into a still pond ,anger
People talk about me like if they even know my story ,sadness
Get to spend 11 hours in the car tomorrow ,joy
@mrsmartinez777 its just sad that you support that guy and back him and he has no skills...wow you like him :(,surprise
"` Well , he was pleased when you agreed to this . ",joy
@alanritchson gonna miss that pocket pussy &   ,sadness
 My bad . I didn't realize that it was so late . ,sadness
In the car parked at GSP waiting for @Mandizzel! Listening to @justinbieber under the mistletoe album! Truman cheer myself up! ,sadness
Deceived by other people and ran into trouble.,sadness
Can't remember exact example.,anger
